State,Year,NO2 Mean,NO2 1st Max Value,NO2 AQI,O3 Mean,O3 1st Max Value,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 AQI,CO Mean,CO 1st Max Value,CO AQI
Pennsylvania,2015,6.997646953524641,16.08889582033687,15.19182782283219,0.027685623518402994,0.0389410480349345,37.55021834061135,1.3503994457267623,3.674719276356831,6.1079987550575785,0.17328952542108547,0.28585464753587025,2.7555347676956656
Rhode Island,2011,5.383758893939394,12.159090909090908,11.431818181818182,0.030741,0.04271212121212121,38.78787878787879,0.16170763636363636,0.9234848484848486,1.5303030303030303,0.19079410227272728,0.2834469696969697,2.606060606060606
Rhode Island,2012,6.288014812133072,13.751076320939335,12.526418786692759,0.03146173385518591,0.04244814090019569,38.5440313111546,0.6513003933463797,1.8774951076320938,2.506849315068493,0.21947283561643838,0.3186301369863014,3.0
Rhode Island,2013,7.559365497175142,16.282768361581923,14.94632768361582,0.02989392372881356,0.03956214689265537,38.03954802259887,0.6920374844632768,1.8138418079096046,2.3502824858757063,0.2236463361581921,0.33905367231638417,3.172316384180791
Rhode Island,2014,7.303875299860531,15.844351464435146,14.507670850767084,0.029158567642956764,0.038513249651324966,36.35564853556485,0.617290009762901,1.4745467224546722,1.7294281729428174,0.22903997768479778,0.3419944211994421,3.2458100558659218
Rhode Island,2015,7.640185122222222,16.890833333333333,15.53888888888889,0.02918516388888889,0.03914722222222222,37.705555555555556,0.33302241111111114,0.7986111111111112,0.7388888888888889,0.23160145694444445,0.35643055555555553,3.3722222222222222
South Dakota,2011,6.187938959097321,14.78688293370945,13.600846262341326,0.030389317348378,0.03890691114245416,33.28913963328632,0.43378950775740477,0.8379407616361072,0.5782792665726375,0.19053938928067699,0.28240056417489423,2.5661971830985917
South Dakota,2012,6.237231801369863,15.023698630136986,13.808219178082192,0.031631964383561646,0.04169178082191781,37.324657534246576,0.4767846363013698,0.889931506849315,0.647945205479452,0.19236813561643837,0.2886780821917808,2.659340659340659
South Dakota,2013,4.06552011988514,9.536468054558506,8.652548456568557,0.031069749461593684,0.039692749461593686,33.95477386934673,0.4291728977027997,0.7625628140703518,0.5355348169418521,0.16368686862885856,0.21535534816941854,2.005738880918221
South Dakota,2014,5.041007641350211,12.695921237693389,11.596343178621659,0.031174499296765117,0.038917018284106895,37.068917018284104,0.7045552025316455,1.3350210970464136,1.3417721518987342,0.18765247538677918,0.2720112517580872,2.476056338028169
South Dakota,2015,4.731271003252033,10.719024390243902,9.728455284552846,0.02408431382113821,0.03125528455284553,30.06178861788618,0.3654825406504065,0.6280487804878049,0.3252032520325203,0.1946587056910569,0.27739837398373984,2.6123778501628663
